#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	1	220419	220616	mbtH	1-198/216	========/=====.	2/2	91.20	75.38	vfdb	NP_216893
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	1	314959	315648	phoP	55-744/744	.==============	0/0	92.74	81.16	vfdb	NP_215271
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	12	64803	65490	ideR	1-691/693	========/======	2/3	99.28	80.75	vfdb	NP_217227
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	14	106389	107673	icl	1-1285/1287	========/======	2/2	99.77	87.17	vfdb	YP_177728
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	14	116778	117388	hbhA	19-599/600	========/======	11/44	95.67	75.41	vfdb	NP_214989
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	15	101773	101975	mbtH	2-204/216	===============	0/0	93.98	79.31	vfdb	NP_216893
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	15	101954	103228	mbtG	16-1296/1296	========/======	7/24	97.69	76.05	vfdb	NP_216894
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	15	116151	117414	mbtC	12-1275/1335	========/======	4/4	94.53	76.14	vfdb	NP_216898
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	16	74581	74865	esxH	1-285/291	===============	0/0	97.94	76.14	vfdb	NP_214802
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	16	76847	77137	PE5	1-291/309	===============	0/0	94.17	75.60	vfdb	YP_177710
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	16	77243	81104	eccC3	2-3881/3993	========/======	38/80	95.94	75.33	vfdb	NP_214798
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	3	271425	272338	fbpB	19-923/978	========/======	13/23	91.82	77.52	vfdb	NP_216402
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	3	312288	313401	mbtN	20-1133/1161	========/======	4/8	95.61	76.21	vfdb	NP_215862
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	3	315039	315181	mbtL	164-306/321	.......========	0/0	44.55	78.32	vfdb	NP_215860
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	5	186961	188616	eccA1	60-1712/1722	========/======	11/23	95.41	76.89	vfdb	NP_218385
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	5	190068	192165	eccCa1	1-2101/2244	========/======	8/13	93.27	78.92	vfdb	NP_218387
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	5	192327	194079	eccCb1	29-1775/1776	========/======	7/12	98.20	76.54	vfdb	NP_218388
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	6	276457	278710	relA	108-2361/2373	===============	0/0	94.99	84.47	vfdb	NP_217099
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	9	45996	46131	icl	825-960/1287	.........===...	0/0	10.57	77.94	vfdb	YP_177728
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_58_assembly.fasta	9	148719	149589	fbpC	122-977/1023	.=======/======	5/21	83.38	78.72	vfdb	YP_177694
