#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	13	85542	86229	mtrA	1-688/688	===============	0/0	100.00	90.12	card	AL123456:3626663-3627350
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	13	232269	232813	mfpA	4-548/553	===============	0/0	98.55	79.08	card	AL123456:3773016-3773568
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	16	57025	59625	rphB	1-2655/2655	========/======	5/54	97.97	79.21	card	KX531052.1:1-2656
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	27	105954	107320	tet(L)	1-1367/1377	===============	0/0	99.27	78.49	card	M11036:1-1378
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	3	148884	149650	tsnr	1-767/784	========/======	4/6	97.45	77.27	card	AL123456:1853606-1854389
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	3	279538	280041	Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin	181-684/3324	===...../......	3/6	15.07	77.12	card	NC_014638:1610637-1613961
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	31	33060	33380	RbpA	1-321/345	==============.	0/0	93.04	88.47	card	HQ203032:1-346
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	41	541	1730	Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin	1-1193/1194	========/======	10/17	99.08	84.08	card	X98831.1:362-1556
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	49	5491	7097	efpA	1-1592/1593	========/======	2/15	99.94	83.70	card	NC_000962.3:3153039-3154632
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	5	12192	12347	iri	828-983/1441	........===....	0/0	10.83	76.28	card	U56415:280-1720
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	6	270204	270798	tmrB	1-595/595	========/======	3/4	99.66	78.06	card	AL009126:339156-339750
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	6	312374	313776	lmrB	28-1430/1434	========/======	4/6	97.63	78.02	card	JYFL01000006.1:112070-113504
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	64	19566	21023	efpA	127-1587/1593	.=======/======	5/9	91.34	75.41	card	NC_000962.3:3153039-3154632
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	9	301199	302446	Mycobacterium_tuberculosis_intrinsic_murA_conferring_resistance_to_fosfomycin	1-1248/1257	===============	0/0	99.28	85.18	card	HE608151:1472986-1474243
