#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	1	476358	476522	fliP	481-645/687	..........=====	0/0	24.02	76.97	vfdb	YP_001006751
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	112	1	263	esxN	1-263/285	==============.	0/0	92.28	85.17	vfdb	YP_177838
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	112	305	577	esxM	25-297/297	.==============	0/0	91.92	83.52	vfdb	
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	14	117666	118283	hbhA	1-600/600	========/======	3/24	99.50	81.16	vfdb	NP_214989
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	14	124462	125746	icl	1-1285/1287	===============	0/0	99.84	87.94	vfdb	YP_177728
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	14	218053	218139	hbhA	494-586/600	......../...===	2/6	14.50	87.10	vfdb	NP_214989
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	15	181624	182600	fbpC	1-977/1023	===============	0/0	95.50	84.24	vfdb	YP_177694
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	19	88684	89373	ideR	1-693/693	========/======	1/3	99.57	86.58	vfdb	NP_217227
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	20	177585	179102	eccB5	1-1521/1521	========/======	3/5	99.74	78.58	vfdb	NP_216298
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	20	179100	180403	eccCa5	2-1305/1308	===============	0/0	99.69	86.12	vfdb	NP_216299
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	20	180476	183250	eccCb5	1-2787/2799	========/======	6/18	99.04	84.73	vfdb	NP_216300
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	24	104391	106126	irtB	1-1739/1740	========/======	2/5	99.71	77.53	vfdb	NP_215865
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	24	106170	108747	irtA	1-2542/2580	========/======	20/70	97.87	78.11	vfdb	NP_215864
/storage/work/mnk5428/Dr.Zack/Assemblies/V350197172_L01_61_assembly.fasta	26	29019	29179	mycP5	297-454/1758	..==..../......	2/3	8.99	75.78	vfdb	NP_216312
